,unit_name,major_award_count,trr_count,unsustained_count,white,black,other,black_dominant_district,non_black_dominant_district,female,male,misconduct_rate_higher_than_11,misconduct_rate_higher_than_25
212,8,0,0,8,1,0,0,1,0,0,1,1,0
213,10,1,0,17,1,0,0,0,1,0,1,1,0
214,7,0,0,4,1,0,0,0,1,0,1,0,0
215,2,0,0,4,0,1,0,0,1,0,1,0,0
216,10,1,0,2,1,0,0,0,1,0,1,1,0
217,4,1,2,14,0,1,0,0,1,0,1,0,0
218,5,0,1,1,1,0,0,0,1,1,0,0,0
219,4,1,0,9,1,0,0,0,1,0,1,0,0
220,15,0,0,2,1,0,0,0,1,0,1,0,0
221,3,0,0,21,0,1,0,0,1,0,1,0,0
222,5,1,0,6,1,0,0,0,1,1,0,0,0
223,12,0,0,0,1,0,0,0,1,0,1,0,0
224,21,0,0,0,1,0,0,0,1,0,1,1,1
225,23,0,0,1,1,0,0,0,1,0,1,1,1
226,10,1,0,1,1,0,0,0,1,0,1,1,0
227,6,0,0,12,1,0,0,0,1,0,1,0,0
228,10,1,0,1,0,1,0,0,1,0,1,1,0
229,9,0,0,0,0,1,0,1,0,0,1,1,0
230,2,0,0,1,0,1,0,0,1,0,1,0,0
231,1,0,0,2,1,0,0,0,1,0,1,0,0
232,6,0,1,12,1,0,0,0,1,0,1,0,0
233,17,0,0,5,1,0,0,0,1,0,1,0,0
234,10,1,1,3,1,0,0,0,1,0,1,1,0
235,22,0,0,9,1,0,0,0,1,0,1,0,0
236,19,0,0,1,1,0,0,0,1,0,1,0,0
237,1,0,0,2,1,0,0,0,1,0,1,0,0
238,10,2,0,0,1,0,0,0,1,0,1,1,0
239,13,0,0,4,1,0,0,0,1,0,1,1,1
240,2,0,1,4,1,0,0,0,1,0,1,0,0
241,6,0,13,13,0,0,1,0,1,0,1,0,0
242,1,1,1,5,0,0,1,0,1,0,1,0,0
243,10,1,0,12,0,0,1,0,1,0,1,1,0
244,1,0,0,1,0,1,0,0,1,0,1,0,0
245,1,0,0,4,1,0,0,0,1,1,0,0,0
246,14,0,2,6,1,0,0,1,0,1,0,1,0
247,20,0,1,1,1,0,0,0,1,0,1,1,1
248,8,0,0,1,1,0,0,1,0,0,1,1,0
249,8,0,0,2,0,1,0,1,0,0,1,1,0
250,7,0,0,5,1,0,0,0,1,0,1,0,0
251,16,0,0,1,1,0,0,0,1,0,1,0,0
252,16,2,1,7,1,0,0,0,1,0,1,0,0
253,23,0,0,2,0,0,1,0,1,0,1,1,1
254,25,0,0,1,1,0,0,0,1,0,1,0,0
255,21,0,0,1,0,0,1,0,1,0,1,1,1
256,10,1,0,1,1,0,0,0,1,0,1,1,0
257,21,0,0,16,1,0,0,0,1,0,1,1,1
258,16,0,0,2,1,0,0,0,1,0,1,0,0
259,14,0,0,5,1,0,0,1,0,1,0,1,0
260,9,0,0,3,1,0,0,1,0,0,1,1,0
261,24,0,0,1,1,0,0,0,1,0,1,0,0
262,16,0,0,3,1,0,0,0,1,0,1,0,0
263,25,0,0,2,1,0,0,0,1,0,1,0,0
264,17,0,0,1,1,0,0,0,1,0,1,0,0
265,25,0,0,1,1,0,0,0,1,0,1,0,0
266,15,0,0,1,1,0,0,0,1,1,0,0,0
267,16,0,0,8,1,0,0,0,1,1,0,0,0
268,25,0,0,1,1,0,0,0,1,0,1,0,0
269,7,0,0,5,1,0,0,0,1,0,1,0,0
270,10,1,0,3,1,0,0,0,1,0,1,1,0
271,10,1,0,1,1,0,0,0,1,1,0,1,0
272,19,0,0,1,1,0,0,0,1,0,1,0,0
273,19,1,9,11,1,0,0,0,1,0,1,0,0
274,12,0,0,1,1,0,0,0,1,0,1,0,0
275,3,0,0,5,0,1,0,0,1,0,1,0,0
276,10,1,0,4,1,0,0,0,1,0,1,1,0
277,4,1,0,2,1,0,0,0,1,0,1,0,0
278,21,0,0,4,1,0,0,0,1,1,0,1,1
279,20,0,0,3,1,0,0,0,1,0,1,1,1
280,16,0,0,1,1,0,0,0,1,1,0,0,0
281,19,1,14,12,1,0,0,0,1,0,1,0,0
282,16,1,0,3,1,0,0,0,1,1,0,0,0
283,4,1,0,1,1,0,0,0,1,0,1,0,0
284,4,1,0,1,1,0,0,0,1,0,1,0,0
285,25,0,0,2,1,0,0,0,1,0,1,0,0
286,16,0,0,9,1,0,0,0,1,0,1,0,0
287,17,0,0,4,1,0,0,0,1,0,1,0,0
288,4,3,0,11,1,0,0,0,1,0,1,0,0
289,24,0,2,5,1,0,0,0,1,0,1,0,0
290,24,0,0,0,0,0,1,0,1,0,1,0,0
291,3,0,0,0,0,1,0,0,1,0,1,0,0
292,23,0,0,0,1,0,0,0,1,0,1,1,1
293,12,0,0,0,1,0,0,0,1,0,1,0,0
294,14,1,0,0,0,0,1,1,0,0,1,1,0
295,19,0,0,0,1,0,0,0,1,0,1,0,0
296,17,0,0,0,1,0,0,0,1,0,1,0,0
297,16,0,0,0,1,0,0,0,1,0,1,0,0
298,25,0,0,0,1,0,0,0,1,0,1,0,0
299,23,0,0,0,1,0,0,0,1,0,1,1,1
300,19,0,0,0,1,0,0,0,1,0,1,0,0
301,22,0,0,0,1,0,0,0,1,0,1,0,0
302,9,0,0,0,1,0,0,1,0,0,1,1,0
303,16,0,0,0,1,0,0,0,1,0,1,0,0
304,6,0,0,0,1,0,0,0,1,0,1,0,0
305,22,0,0,0,1,0,0,0,1,0,1,0,0
306,22,0,0,0,1,0,0,0,1,0,1,0,0
307,17,0,0,0,1,0,0,0,1,0,1,0,0
308,22,0,0,0,1,0,0,0,1,0,1,0,0
309,12,0,1,0,1,0,0,0,1,1,0,0,0
310,20,0,0,0,1,0,0,0,1,0,1,1,1
311,15,0,0,0,1,0,0,0,1,0,1,0,0
312,9,0,0,0,1,0,0,1,0,0,1,1,0
313,6,0,0,0,1,0,0,0,1,0,1,0,0
314,17,0,0,0,1,0,0,0,1,0,1,0,0
315,19,0,0,0,1,0,0,0,1,0,1,0,0
316,13,0,0,0,1,0,0,0,1,0,1,1,1
317,3,0,0,0,1,0,0,0,1,0,1,0,0
318,8,0,0,0,1,0,0,1,0,0,1,1,0
319,7,0,0,0,0,1,0,0,1,0,1,0,0
320,16,0,0,0,1,0,0,0,1,0,1,0,0
321,4,1,0,0,1,0,0,0,1,0,1,0,0
322,8,0,0,0,1,0,0,1,0,0,1,1,0
323,10,1,0,0,1,0,0,0,1,0,1,1,0
324,9,0,0,0,1,0,0,1,0,0,1,1,0
325,9,0,0,0,1,0,0,1,0,0,1,1,0
326,19,0,0,0,1,0,0,0,1,0,1,0,0
327,16,0,0,0,1,0,0,0,1,0,1,0,0
328,4,1,0,0,1,0,0,0,1,0,1,0,0
329,19,0,0,0,1,0,0,0,1,0,1,0,0
330,7,0,0,0,1,0,0,0,1,0,1,0,0
331,9,0,0,0,1,0,0,1,0,0,1,1,0
332,19,0,0,0,1,0,0,0,1,0,1,0,0
333,13,0,0,0,1,0,0,0,1,0,1,1,1
334,19,0,0,0,1,0,0,0,1,0,1,0,0
335,3,0,0,0,0,1,0,0,1,0,1,0,0
336,16,0,0,0,1,0,0,0,1,0,1,0,0
337,3,0,0,0,1,0,0,0,1,0,1,0,0
338,1,0,0,0,1,0,0,0,1,0,1,0,0
339,10,1,0,1,1,0,0,0,1,0,1,1,0
340,10,1,0,0,1,0,0,0,1,0,1,1,0
341,10,1,0,0,1,0,0,0,1,0,1,1,0
342,10,1,0,0,1,0,0,0,1,0,1,1,0
343,6,0,4,27,0,0,1,0,1,0,1,0,0
344,18,0,13,9,1,0,0,0,1,0,1,0,0
345,20,0,1,6,0,0,1,0,1,0,1,1,1
346,8,0,3,28,1,0,0,1,0,0,1,1,0
347,2,0,1,4,0,1,0,0,1,0,1,0,0
348,22,0,1,9,1,0,0,0,1,0,1,0,0
349,15,0,2,21,0,1,0,0,1,1,0,0,0
350,17,0,1,4,0,0,1,0,1,0,1,0,0
351,19,0,1,18,1,0,0,0,1,0,1,0,0
352,3,0,1,14,1,0,0,0,1,1,0,0,0
353,11,0,3,4,1,0,0,1,0,1,0,1,0
354,15,0,3,3,1,0,0,0,1,0,1,0,0
355,1,0,2,9,1,0,0,0,1,0,1,0,0
356,11,0,1,4,1,0,0,1,0,1,0,1,0
357,9,0,1,12,1,0,0,1,0,0,1,1,0
358,18,0,4,16,1,0,0,0,1,0,1,0,0
359,22,0,2,7,1,0,0,0,1,0,1,0,0
360,23,0,1,5,1,0,0,0,1,0,1,1,1
361,2,0,1,7,1,0,0,0,1,0,1,0,0
362,24,0,0,18,1,0,0,0,1,0,1,0,0
363,5,0,0,2,1,0,0,0,1,0,1,0,0
364,24,0,0,0,1,0,0,0,1,0,1,0,0
365,20,0,0,5,1,0,0,0,1,0,1,1,1
366,15,0,0,0,1,0,0,0,1,0,1,0,0
367,8,0,0,0,1,0,0,1,0,0,1,1,0
368,15,0,0,2,0,1,0,0,1,0,1,0,0
369,6,0,0,0,0,1,0,0,1,0,1,0,0
370,20,0,0,0,1,0,0,0,1,0,1,1,1
371,5,0,0,3,1,0,0,0,1,0,1,0,0
372,2,0,0,5,0,1,0,0,1,0,1,0,0
373,5,0,0,0,0,1,0,0,1,0,1,0,0
374,21,0,0,3,1,0,0,0,1,0,1,1,1
375,17,0,0,4,1,0,0,0,1,0,1,0,0
376,9,0,0,0,1,0,0,1,0,0,1,1,0
377,1,0,0,3,0,1,0,0,1,1,0,0,0
378,8,0,0,5,1,0,0,1,0,0,1,1,0
379,20,0,0,1,0,0,1,0,1,0,1,1,1
380,24,0,0,1,1,0,0,0,1,0,1,0,0
381,9,0,0,9,1,0,0,1,0,0,1,1,0
382,21,0,0,12,1,0,0,0,1,0,1,1,1
383,25,0,0,2,1,0,0,0,1,0,1,0,0
384,13,0,0,1,1,0,0,0,1,0,1,1,1
385,8,0,0,10,1,0,0,1,0,0,1,1,0
386,18,0,0,2,1,0,0,0,1,0,1,0,0
387,6,0,0,4,1,0,0,0,1,0,1,0,0
388,17,0,0,9,1,0,0,0,1,0,1,0,0
389,16,0,0,2,0,0,1,0,1,0,1,0,0
390,6,0,0,11,1,0,0,0,1,0,1,0,0
391,18,0,0,6,1,0,0,0,1,0,1,0,0
392,24,0,0,5,1,0,0,0,1,1,0,0,0
393,18,0,0,0,1,0,0,0,1,1,0,0,0
394,2,0,0,31,1,0,0,0,1,0,1,0,0
395,24,0,0,5,1,0,0,0,1,0,1,0,0
396,3,0,0,4,1,0,0,0,1,1,0,0,0
397,15,0,0,13,1,0,0,0,1,0,1,0,0
398,12,0,0,3,1,0,0,0,1,1,0,0,0
399,5,0,0,13,0,1,0,0,1,1,0,0,0
400,20,0,0,2,1,0,0,0,1,0,1,1,1
401,1,0,0,4,1,0,0,0,1,0,1,0,0
402,2,0,0,2,1,0,0,0,1,0,1,0,0
403,1,0,0,6,1,0,0,0,1,0,1,0,0
404,8,0,0,27,1,0,0,1,0,0,1,1,0
405,16,0,0,10,1,0,0,0,1,0,1,0,0
406,16,0,0,0,1,0,0,0,1,0,1,0,0
407,5,0,0,1,1,0,0,0,1,0,1,0,0
408,25,0,0,8,1,0,0,0,1,1,0,0,0
409,17,0,0,1,1,0,0,0,1,1,0,0,0
410,25,0,0,1,1,0,0,0,1,0,1,0,0
411,23,0,0,1,1,0,0,0,1,0,1,1,1
412,19,0,0,1,1,0,0,0,1,0,1,0,0
413,22,0,0,2,1,0,0,0,1,0,1,0,0
414,15,0,0,4,0,0,1,0,1,0,1,0,0
415,22,0,0,1,1,0,0,0,1,0,1,0,0
416,11,0,0,2,1,0,0,1,0,0,1,1,0
417,13,0,0,5,1,0,0,0,1,1,0,1,1
418,24,0,0,2,1,0,0,0,1,0,1,0,0
419,23,0,0,2,1,0,0,0,1,0,1,1,1
420,18,0,0,2,1,0,0,0,1,0,1,0,0
421,5,0,0,12,1,0,0,0,1,0,1,0,0
422,17,0,0,1,1,0,0,0,1,0,1,0,0
423,13,0,0,4,1,0,0,0,1,0,1,1,1
424,6,0,0,1,0,1,0,0,1,0,1,0,0
425,2,0,0,1,1,0,0,0,1,0,1,0,0
426,18,0,0,2,1,0,0,0,1,0,1,0,0
427,24,0,0,3,1,0,0,0,1,0,1,0,0
428,9,0,0,3,1,0,0,1,0,0,1,1,0
429,21,0,0,9,1,0,0,0,1,0,1,1,1
430,24,0,0,1,1,0,0,0,1,0,1,0,0
431,23,0,0,1,1,0,0,0,1,0,1,1,1
432,9,0,0,2,1,0,0,1,0,0,1,1,0
433,13,0,0,1,1,0,0,0,1,0,1,1,1
434,12,0,0,1,1,0,0,0,1,0,1,0,0
435,15,0,0,6,1,0,0,0,1,0,1,0,0
436,23,0,0,4,1,0,0,0,1,1,0,1,1
437,12,0,0,0,1,0,0,0,1,0,1,0,0
438,2,0,0,0,1,0,0,0,1,0,1,0,0
439,7,0,0,0,0,1,0,0,1,0,1,0,0
440,16,0,0,0,1,0,0,0,1,0,1,0,0
441,16,0,0,0,1,0,0,0,1,0,1,0,0
442,17,0,0,0,1,0,0,0,1,0,1,0,0
443,25,0,0,0,1,0,0,0,1,0,1,0,0
444,6,0,0,0,0,1,0,0,1,0,1,0,0
445,6,0,0,0,1,0,0,0,1,0,1,0,0
446,20,0,0,0,1,0,0,0,1,0,1,1,1
447,18,0,0,0,1,0,0,0,1,0,1,0,0
448,24,0,0,0,1,0,0,0,1,0,1,0,0
449,13,0,0,0,0,1,0,0,1,0,1,1,1
450,7,0,0,0,1,0,0,0,1,0,1,0,0
451,25,0,0,0,1,0,0,0,1,0,1,0,0
452,17,0,0,0,1,0,0,0,1,0,1,0,0
453,3,0,0,0,1,0,0,0,1,0,1,0,0
454,13,0,0,0,1,0,0,0,1,0,1,1,1
455,23,0,0,0,1,0,0,0,1,0,1,1,1
456,11,0,0,0,1,0,0,1,0,0,1,1,0
457,11,0,0,0,1,0,0,1,0,0,1,1,0
458,17,0,0,0,1,0,0,0,1,0,1,0,0
459,13,0,0,0,1,0,0,0,1,0,1,1,1
460,5,0,0,0,0,1,0,0,1,0,1,0,0
461,1,0,0,0,1,0,0,0,1,0,1,0,0
462,1,0,0,0,1,0,0,0,1,0,1,0,0
463,1,0,0,0,1,0,0,0,1,0,1,0,0
464,1,0,0,0,1,0,0,0,1,0,1,0,0
465,14,0,0,3,1,0,0,1,0,0,1,1,0
466,2,0,0,3,1,0,0,0,1,0,1,0,0
467,8,0,0,1,1,0,0,1,0,0,1,1,0
468,12,0,0,1,1,0,0,0,1,0,1,0,0
469,15,0,0,1,0,1,0,0,1,0,1,0,0
470,14,0,0,2,1,0,0,1,0,0,1,1,0
471,11,0,0,4,1,0,0,1,0,0,1,1,0
472,14,0,0,2,1,0,0,1,0,0,1,1,0
473,8,0,0,1,1,0,0,1,0,0,1,1,0
474,14,0,0,6,1,0,0,1,0,0,1,1,0
475,8,0,0,0,1,0,0,1,0,1,0,1,0
476,11,0,0,0,1,0,0,1,0,0,1,1,0
477,12,0,0,0,1,0,0,0,1,0,1,0,0
478,2,0,0,0,1,0,0,0,1,0,1,0,0
479,5,0,0,0,0,0,1,0,1,0,1,0,0
480,2,0,0,0,1,0,0,0,1,0,1,0,0
481,8,0,0,0,1,0,0,1,0,0,1,1,0
482,12,0,0,0,1,0,0,0,1,0,1,0,0
483,14,0,0,0,1,0,0,1,0,0,1,1,0
484,14,0,0,0,1,0,0,1,0,0,1,1,0
485,15,0,0,0,1,0,0,0,1,0,1,0,0
486,12,0,0,0,1,0,0,0,1,0,1,0,0
487,8,0,0,0,1,0,0,1,0,0,1,1,0
488,11,0,0,0,1,0,0,1,0,0,1,1,0
489,11,0,0,0,1,0,0,1,0,0,1,1,0
490,5,0,0,0,1,0,0,0,1,0,1,0,0
491,14,0,0,0,1,0,0,1,0,0,1,1,0
492,21,0,0,1,1,0,0,0,1,0,1,1,1
493,21,0,0,3,1,0,0,0,1,0,1,1,1
